取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/08/31 20:45:33,"11,154",-,-,-,-,-,支払い,牡蠣と和牛の奴隷 - 牡蠣と和牛の奴隷,"PayPayポイント (2円), PayPay残高 (11,152円)",-,-,04788846728123375616
2025/08/31 20:45:33,-,55,-,-,-,-,ポイント、残高の獲得,牡蠣と和牛の奴隷,PayPayポイント,-,-,04788846728123375616
2025/08/31 20:45:27,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02077698388659625996
2025/08/31 12:05:40,"3,000",-,-,-,-,JP,送った金額,ひらの,PayPay残高,-,-,02077430502958899204
2025/08/30 23:54:20,552,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04788201855963914240
2025/08/30 23:54:20,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04788201855963914240
2025/08/30 23:50:17,160,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (78円), PayPay残高 (82円)",-,-,04788199760019628040
2025/08/30 23:08:18,"3,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02077029842640207888
2025/08/30 00:20:19,-,30,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04787473068732948482
2025/08/30 00:20:19,"6,000",-,-,-,-,-,支払い,ASOBIBAR - 渋谷横丁前店,PayPay残高,-,-,04787473068732948482
2025/08/30 00:08:49,"6,200",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02076318862343962624
2025/08/30 00:08:25,-,"6,200",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02076318664775303184
2025/08/29 13:57:23,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (14円), PayPay残高 (216円)",-,-,04787152019927793664
2025/08/29 13:57:23,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04787152019927793664
2025/08/28 18:42:03,"1,443",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04786556565662072832
2025/08/28 18:42:03,-,7,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04786556565662072832
2025/08/28 10:19:13,-,"15,000",-,-,-,JP,受け取った金額,ダイキ,PayPay残高,-,-,02075149128000430082
2025/08/28 08:52:07,415,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (10円), PayPay残高 (405円)",-,-,04786252516336795649
2025/08/28 08:52:07,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04786252516336795649
2025/08/27 12:57:27,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04785636781233577986
2025/08/27 12:57:27,738,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (16円), PayPay残高 (722円)",-,-,04785636781233577986
2025/08/27 12:57:23,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02074488467541729312
2025/08/26 17:05:32,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04785022472062074891
2025/08/26 17:05:32,875,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04785022472062074891
2025/08/26 13:56:50,"4,500",-,-,-,-,JP,送った金額,ダイキ,PayPay残高,-,-,02073776937488719878
2025/08/26 13:56:32,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02073776791460724743
2025/08/26 12:27:11,646,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04784879011563896837
2025/08/26 12:27:10,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04784879011563896837
2025/08/26 12:27:04,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02073730680691556374
2025/08/26 09:04:38,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04784774618088816645
2025/08/26 09:04:38,230,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,"PayPayポイント (6円), PayPay残高 (224円)",-,-,04784774618088816645
2025/08/25 19:00:26,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04784339520721436676
2025/08/25 19:00:26,969,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (12円), PayPay残高 (957円)",-,-,04784339520721436676
2025/08/25 19:00:15,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02073191146899914789
2025/08/24 18:33:05,"2,639",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02072434983547019265
2025/08/24 18:32:03,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02072434442381738010
2025/08/24 12:06:48,840,-,-,-,-,-,支払い,丸亀製麺 - 丸亀製麺　　JR有楽町駅,"PayPayポイント (14円), PayPay残高 (826円)",-,-,04783384173965770752
2025/08/24 12:06:48,-,4,-,-,-,-,ポイント、残高の獲得,丸亀製麺,PayPayポイント,-,-,04783384173965770752
2025/08/24 12:06:22,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02072235671295295505
2025/08/23 22:46:39,646,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04782971779796779009
2025/08/23 22:46:39,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04782971779796779009
2025/08/23 12:19:05,768,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04782648334399078404
2025/08/23 12:19:05,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04782648334399078404
2025/08/23 12:19:02,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02071500029296910340
2025/08/22 12:30:23,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04781911979436638225
2025/08/22 12:30:23,646,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04781911979436638225
2025/08/22 10:41:30,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (10円), PayPay残高 (220円)",-,-,04781855869983604738
2025/08/22 10:41:30,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04781855869983604738
2025/08/21 21:06:10,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04781435641791922179
2025/08/21 21:06:10,349,-,-,-,-,-,支払い,ローソン - 三軒茶屋,PayPay残高,-,-,04781435641791922179
2025/08/21 20:54:44,-,17,-,-,-,-,ポイント、残高の獲得,Agu hair,PayPayポイント,-,-,04781429749096939529
2025/08/21 20:54:44,"3,500",-,-,-,-,-,支払い,Agu hair - Agu hair jaya,PayPay残高,-,-,04781429749096939529
2025/08/21 20:54:29,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02070281340916170773
2025/08/21 17:06:45,522,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04781312255971434500
2025/08/21 17:06:45,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04781312255971434500
2025/08/21 11:31:48,"1,030",-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,"PayPayポイント (2円), PayPay残高 (1,028円)",-,-,04781139624055414784
2025/08/21 11:31:48,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04781139624055414784
2025/08/21 11:31:43,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02069991301774139392
2025/08/20 12:28:51,955,-,-,-,-,-,支払い,AOSHIMAYAお土産,"PayPayポイント (131円), PayPay残高 (824円)",-,-,04780426857050898433
2025/08/20 12:28:51,-,4,-,-,-,-,ポイント、残高の獲得,AOSHIMAYAお土産,PayPayポイント,-,-,04780426857050898433
2025/08/20 12:28:47,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02069278543360122890
2025/08/20 10:35:14,"20,000",-,-,-,-,-,送った金額,ゆち,PayPay残高,-,-,02069220011547041792
2025/08/20 10:34:39,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02069219710899388433
2025/08/19 15:52:03,"4,500",-,-,-,-,-,送った金額,ゆち,PayPay残高,-,-,02068641135854534656
2025/08/17 14:59:38,118,-,-,-,-,-,支払い,ファミリーマート - 菊陽津久礼,"PayPayポイント (8円), PayPay残高 (110円)",-,-,04778278059140710404
2025/08/16 18:51:08,-,8,-,-,-,-,ポイント、残高の獲得,べじ倶楽部,PayPayポイント,-,-,04777655194393624598
2025/08/16 18:51:08,"1,800",-,-,-,-,-,支払い,べじ倶楽部 - べじ倶楽部,"PayPayポイント (14円), PayPay残高 (1,786円)",-,-,04777655194393624598
2025/08/14 20:05:02,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02065060662137151508
2025/08/14 16:49:15,954,-,-,-,-,-,支払い,ローソン - 熊本北郵便局前,PayPay残高,-,-,04776108044093456389
2025/08/14 16:49:15,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04776108044093456389
2025/08/13 13:35:23,987,-,-,-,-,-,支払い,ローソン - 熊本北郵便局前,"PayPayポイント (8円), PayPay残高 (979円)",-,-,04775265955623567365
2025/08/13 13:35:23,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04775265955623567365
2025/08/12 10:32:40,"6,039",-,-,-,-,-,支払い,ヤマダデンキグループ - 光の森店,"PayPayポイント (8円), PayPay残高 (6,031円)",-,-,04774429605230075907
2025/08/12 10:32:39,-,30,-,-,-,-,ポイント、残高の獲得,ヤマダデンキグループ,PayPayポイント,-,-,04774429605230075907
2025/08/12 10:32:34,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02063281282953920512
2025/08/12 10:32:19,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02063281145514975269
2025/08/11 16:29:18,235,-,-,-,-,-,支払い,セブン-イレブン - 羽田空港Ｔ２出発ゲート,PayPay残高,-,-,04773871250891997184
2025/08/11 16:29:18,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04773871250891997184
2025/08/11 01:06:28,185,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04773395626213335040
2025/08/10 19:58:47,518,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04773237038840365062
2025/08/10 19:58:46,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04773237038840365062
2025/08/10 19:58:33,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02062088647844986900
2025/08/10 16:05:33,-,1,-,-,-,-,ポイント、残高の獲得,サンマルクカフェ,PayPayポイント,-,-,04773116831296806918
2025/08/10 16:05:33,320,-,-,-,-,-,支払い,サンマルクカフェ - サンマルクカフェ三軒茶屋店,"PayPayポイント (10円), PayPay残高 (310円)",-,-,04773116831296806918
2025/08/10 04:28:00,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04772757316764221441
2025/08/10 04:28:00,922,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04772757316764221441
2025/08/10 04:27:57,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02061609011666034692
2025/08/10 04:24:25,"1,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02061607199192801280
2025/08/10 04:24:06,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02061607035981389827
2025/08/09 21:12:54,"6,000",-,-,-,-,-,支払い,ASOBIBAR - 新宿歌舞伎町タワー前店,PayPay残高,-,-,04772533067932090370
2025/08/09 21:12:53,-,30,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04772533067932090370
2025/08/09 21:12:16,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02061384470778003456
2025/08/09 13:44:41,820,-,-,-,-,-,支払い,ドトールコーヒー - ＤＣＳ・飯田橋神楽坂店,"PayPayポイント (32円), PayPay残高 (788円)",-,-,04772302058820485130
2025/08/09 13:44:40,-,3,-,-,-,-,ポイント、残高の獲得,ドトールコーヒー,PayPayポイント,-,-,04772302058820485130
2025/08/09 13:44:31,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02061153693593051147
2025/08/08 22:21:56,438,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (116円), PayPay残高 (322円)",-,-,04771826477092175875
2025/08/08 22:21:55,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04771826477092175875
2025/08/07 21:42:19,"4,500",-,-,-,-,-,送った金額,しの,PayPay残高,-,-,02059915617733484544
2025/08/07 21:42:17,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02059915600551895044
2025/08/07 01:57:49,"8,360",-,-,-,-,-,支払い,Darts UP - 渋谷道玄坂,"PayPayポイント (4円), PayPay残高 (8,356円)",-,-,04770453401817186306
2025/08/07 01:57:48,-,41,-,-,-,-,ポイント、残高の獲得,Darts UP,PayPayポイント,-,-,04770453401817186306
2025/08/07 01:57:33,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02059304993640275972
2025/08/06 21:56:46,"6,160",-,-,-,-,-,送った金額,たけうちあみ,PayPay残高,-,-,02059180894857134082
2025/08/06 21:55:10,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02059180061633454096
2025/08/06 07:33:15,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04769884112490536961
2025/08/06 07:33:15,578,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (2円), PayPay残高 (576円)",-,-,04769884112490536961
2025/08/05 19:43:26,557,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04769518284354142212
2025/08/05 19:43:26,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04769518284354142212
2025/08/05 19:43:23,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02058369970670829589
2025/08/05 17:14:19,160,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04769441421620011016
2025/08/05 12:39:17,538,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04769299679109545988
2025/08/05 12:39:17,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04769299679109545988
2025/08/05 12:39:14,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02058151365426003996
2025/08/05 08:38:53,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04769175769301819399
2025/08/05 08:38:53,521,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (20円), PayPay残高 (501円)",-,-,04769175769301819399
2025/08/04 20:31:49,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04768801041995415558
2025/08/04 20:31:49,767,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04768801041995415558
2025/08/04 13:27:59,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04768582599959003144
2025/08/04 13:27:59,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04768582599959003144
2025/08/04 09:34:22,285,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04768462194845605893
2025/08/04 09:34:21,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04768462194845605893
2025/08/04 08:12:05,"3,102",-,-,-,-,-,支払い,ツルハホールディングス - ツルハドラッグ渋谷センター街店,PayPay残高,-,-,04768419794928181249
2025/08/04 08:12:05,-,15,-,-,-,-,ポイント、残高の獲得,ツルハホールディングス,PayPayポイント,-,-,04768419794928181249
2025/08/04 08:11:57,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02057271446885490688
2025/08/04 08:07:39,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,PayPay残高,-,-,04768417510006308865
2025/08/04 08:07:39,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04768417510006308865
2025/08/03 16:41:55,490,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (108円), PayPay残高 (382円)",-,-,04767940390679355395
2025/08/03 16:41:55,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04767940390679355395
2025/08/03 05:06:44,"3,500",-,-,-,-,-,送った金額,はるき,PayPay残高,-,-,02056433816592818176
2025/08/03 05:05:55,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02056433387096072196
2025/08/01 15:33:54,226,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (12円), PayPay残高 (214円)",-,-,04766420994458386432
2025/08/01 15:33:54,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04766420994458386432
2025/07/31 22:15:03,"7,410",-,-,-,-,-,支払い,鳥貴族 - 鳥貴族　渋谷公園通り店,PayPay残高,-,-,04765885575239311361
2025/07/31 22:15:03,-,74,-,-,-,-,ポイント、残高の獲得,鳥貴族,PayPayポイント,-,-,04765885575239311361
2025/07/31 22:14:54,-,"10,008",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02054737218610814976
2025/07/31 12:02:15,565,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (2円), PayPay残高 (563円)",-,-,04765569740525019141
2025/07/31 12:02:15,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04765569740525019141
2025/07/30 17:32:29,993,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04764997771139637248
2025/07/30 17:32:29,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04764997771139637248
2025/07/30 12:09:15,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04764831169358061598
2025/07/30 12:09:15,720,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04764831169358061598
2025/07/29 20:14:42,676,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04764339206620790785
2025/07/29 20:14:42,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04764339206620790785
2025/07/29 20:14:39,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02053190892945219606
2025/07/29 18:24:59,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04764282650491928583
